idx	label	id	shape	nnz%	type	rank	bias
1029	B04	21	[375, 332]	0.38	sparse	300	nz
1030	B05	22	[399, 375]	0.33	sparse	336	nz
1031	B06	23	[410, 399]	0.31	sparse	368	nz
1032	B07	24	[402, 410]	0.30	sparse	372	nz
1033	B08	25	[412, 402]	0.30	sparse	372	nz
1034	B09	26	[404, 412]	0.30	sparse	376	nz
1035	B10	27	[412, 404]	0.29	sparse	376	nz
1036	B11	28	[404, 412]	0.29	sparse	380	nz
1037	B12	29	[408, 404]	0.28	sparse	380	nz
1038	B13	30	[400, 408]	0.28	sparse	384	nz
1039	B14	31	[352, 400]	0.31	sparse	320	nz
1040	B15	32	[288, 352]	0.38	sparse	256	nz
1041	B16	33	[288, 288]	0.58	identity_plus_delta	224	nz
1042	B17	34	[256, 288]	0.39	sparse	256	0
1043	B18	35	[319, 256]	0.47	sparse	256	nz
1044	B19	36	[288, 319]	0.35	sparse	288	nz
1045	B20	37	[318, 288]	0.41	sparse	288	nz
1046	B21	38	[288, 318]	0.35	sparse	288	nz
1047	B22	39	[316, 288]	0.41	sparse	288	nz
1048	B23	40	[288, 316]	0.35	sparse	288	nz
1049	B24	41	[312, 288]	0.40	sparse	288	nz
1050	B25	42	[288, 312]	0.35	sparse	288	nz
1051	B26	43	[304, 288]	0.38	sparse	288	nz
1052	B27	44	[288, 304]	0.35	sparse	288	nz
1053	B28	45	[256, 288]	0.43	sparse	224	nz
1054	B29	78	[288, 256]	0.65	sparse	224	nz
1055	B30	47	[256, 288]	0.39	sparse	256	0
1056	B31	48	[319, 256]	0.47	sparse	256	nz
1057	B32	49	[288, 319]	0.35	sparse	288	nz
1058	B33	50	[318, 288]	0.41	sparse	288	nz
1059	B34	51	[288, 318]	0.35	sparse	288	nz
1060	B35	52	[316, 288]	0.41	sparse	288	nz
1061	B36	53	[288, 316]	0.35	sparse	288	nz
1062	B37	54	[312, 288]	0.40	sparse	288	nz
1063	B38	55	[288, 312]	0.35	sparse	288	nz
1064	B39	56	[304, 288]	0.38	sparse	288	nz
1065	B40	57	[288, 304]	0.35	sparse	288	nz
1066	B41	58	[256, 288]	0.43	sparse	224	nz
1067	B00	90	[336, 256]	0.50	sparse	224	nz
1068	B01	18	[296, 336]	0.34	sparse	296	nz
1069	B02	19	[340, 296]	0.43	sparse	264	nz
1070	B03	20	[332, 340]	0.41	sparse	268	nz
1071	B04	21	[375, 332]	0.38	sparse	300	nz
1072	B05	22	[399, 375]	0.33	sparse	336	nz
1073	B06	23	[410, 399]	0.31	sparse	368	nz
1074	B07	24	[402, 410]	0.30	sparse	372	nz
1075	B08	25	[412, 402]	0.30	sparse	372	nz
1076	B09	26	[404, 412]	0.30	sparse	376	nz
1077	B10	27	[412, 404]	0.29	sparse	376	nz
1078	B11	28	[404, 412]	0.29	sparse	380	nz
1079	B12	29	[408, 404]	0.28	sparse	380	nz
1080	B13	30	[400, 408]	0.28	sparse	384	nz
1081	B14	31	[352, 400]	0.31	sparse	320	nz
1082	B15	32	[288, 352]	0.38	sparse	256	nz
1083	B16	33	[288, 288]	0.58	identity_plus_delta	224	nz
1084	B17	34	[256, 288]	0.39	sparse	256	0
1085	B18	35	[319, 256]	0.47	sparse	256	nz
1086	B19	36	[288, 319]	0.35	sparse	288	nz
1087	B20	37	[318, 288]	0.41	sparse	288	nz
1088	B21	38	[288, 318]	0.35	sparse	288	nz
1089	B22	39	[316, 288]	0.41	sparse	288	nz
1090	B23	40	[288, 316]	0.35	sparse	288	nz
1091	B24	41	[312, 288]	0.40	sparse	288	nz
1092	B25	42	[288, 312]	0.35	sparse	288	nz
1093	B26	43	[304, 288]	0.38	sparse	288	nz
1094	B27	44	[288, 304]	0.35	sparse	288	nz
1095	B28	45	[256, 288]	0.43	sparse	224	nz
1096	B29	80	[288, 256]	0.65	sparse	224	nz
1097	B30	47	[256, 288]	0.39	sparse	256	0
1098	B31	48	[319, 256]	0.47	sparse	256	nz
1099	B32	49	[288, 319]	0.35	sparse	288	nz
1100	B33	50	[318, 288]	0.41	sparse	288	nz
1101	B34	51	[288, 318]	0.35	sparse	288	nz
1102	B35	52	[316, 288]	0.41	sparse	288	nz
1103	B36	53	[288, 316]	0.35	sparse	288	nz
1104	B37	54	[312, 288]	0.40	sparse	288	nz
1105	B38	55	[288, 312]	0.35	sparse	288	nz
1106	B39	56	[304, 288]	0.38	sparse	288	nz
1107	B40	57	[288, 304]	0.35	sparse	288	nz
1108	B41	58	[256, 288]	0.43	sparse	224	nz
1109	B00	91	[336, 256]	0.50	sparse	224	nz
1110	B01	18	[296, 336]	0.34	sparse	296	nz
1111	B02	19	[340, 296]	0.43	sparse	264	nz
1112	B03	20	[332, 340]	0.41	sparse	268	nz
1113	B04	21	[375, 332]	0.38	sparse	300	nz
1114	B05	22	[399, 375]	0.33	sparse	336	nz
1115	B06	23	[410, 399]	0.31	sparse	368	nz
1116	B07	24	[402, 410]	0.30	sparse	372	nz
1117	B08	25	[412, 402]	0.30	sparse	372	nz
1118	B09	26	[404, 412]	0.30	sparse	376	nz
1119	B10	27	[412, 404]	0.29	sparse	376	nz
1120	B11	28	[404, 412]	0.29	sparse	380	nz
1121	B12	29	[408, 404]	0.28	sparse	380	nz
1122	B13	30	[400, 408]	0.28	sparse	384	nz
1123	B14	31	[352, 400]	0.31	sparse	320	nz
1124	B15	32	[288, 352]	0.38	sparse	256	nz
1125	B16	33	[288, 288]	0.58	identity_plus_delta	224	nz
1126	B17	34	[256, 288]	0.39	sparse	256	0
1127	B18	35	[319, 256]	0.47	sparse	256	nz
1128	B19	36	[288, 319]	0.35	sparse	288	nz
1129	B20	37	[318, 288]	0.41	sparse	288	nz
1130	B21	38	[288, 318]	0.35	sparse	288	nz
1131	B22	39	[316, 288]	0.41	sparse	288	nz
1132	B23	40	[288, 316]	0.35	sparse	288	nz
1133	B24	41	[312, 288]	0.40	sparse	288	nz
1134	B25	42	[288, 312]	0.35	sparse	288	nz
1135	B26	43	[304, 288]	0.38	sparse	288	nz
1136	B27	44	[288, 304]	0.35	sparse	288	nz
1137	B28	45	[256, 288]	0.43	sparse	224	nz
1138	B29	82	[288, 256]	0.65	sparse	224	nz
1139	B30	47	[256, 288]	0.39	sparse	256	0
1140	B31	48	[319, 256]	0.47	sparse	256	nz
1141	B32	49	[288, 319]	0.35	sparse	288	nz
1142	B33	50	[318, 288]	0.41	sparse	288	nz
1143	B34	51	[288, 318]	0.35	sparse	288	nz
1144	B35	52	[316, 288]	0.41	sparse	288	nz
1145	B36	53	[288, 316]	0.35	sparse	288	nz
1146	B37	54	[312, 288]	0.40	sparse	288	nz
1147	B38	55	[288, 312]	0.35	sparse	288	nz
1148	B39	56	[304, 288]	0.38	sparse	288	nz
1149	B40	57	[288, 304]	0.35	sparse	288	nz
1150	B41	58	[256, 288]	0.43	sparse	224	nz
1151	B00	92	[336, 256]	0.50	sparse	224	nz
1152	B01	18	[296, 336]	0.34	sparse	296	nz
1153	B02	19	[340, 296]	0.43	sparse	264	nz
1154	B03	20	[332, 340]	0.41	sparse	268	nz
1155	B04	21	[375, 332]	0.38	sparse	300	nz
1156	B05	22	[399, 375]	0.33	sparse	336	nz
1157	B06	23	[410, 399]	0.31	sparse	368	nz
1158	B07	24	[402, 410]	0.30	sparse	372	nz
1159	B08	25	[412, 402]	0.30	sparse	372	nz
1160	B09	26	[404, 412]	0.30	sparse	376	nz
1161	B10	27	[412, 404]	0.29	sparse	376	nz
1162	B11	28	[404, 412]	0.29	sparse	380	nz
1163	B12	29	[408, 404]	0.28	sparse	380	nz
1164	B13	30	[400, 408]	0.28	sparse	384	nz
1165	B14	31	[352, 400]	0.31	sparse	320	nz
1166	B15	32	[288, 352]	0.38	sparse	256	nz
1167	B16	33	[288, 288]	0.58	identity_plus_delta	224	nz
1168	B17	34	[256, 288]	0.39	sparse	256	0
1169	B18	35	[319, 256]	0.47	sparse	256	nz
1170	B19	36	[288, 319]	0.35	sparse	288	nz
1171	B20	37	[318, 288]	0.41	sparse	288	nz
1172	B21	38	[288, 318]	0.35	sparse	288	nz
1173	B22	39	[316, 288]	0.41	sparse	288	nz
1174	B23	40	[288, 316]	0.35	sparse	288	nz
1175	B24	41	[312, 288]	0.40	sparse	288	nz
1176	B25	42	[288, 312]	0.35	sparse	288	nz
1177	B26	43	[304, 288]	0.38	sparse	288	nz
1178	B27	44	[288, 304]	0.35	sparse	288	nz
1179	B28	45	[256, 288]	0.43	sparse	224	nz
1180	B29	84	[288, 256]	0.65	sparse	224	nz
1181	B30	47	[256, 288]	0.39	sparse	256	0
1182	B31	48	[319, 256]	0.47	sparse	256	nz
1183	B32	49	[288, 319]	0.35	sparse	288	nz
1184	B33	50	[318, 288]	0.41	sparse	288	nz
1185	B34	51	[288, 318]	0.35	sparse	288	nz
1186	B35	52	[316, 288]	0.41	sparse	288	nz
1187	B36	53	[288, 316]	0.35	sparse	288	nz
1188	B37	54	[312, 288]	0.40	sparse	288	nz
1189	B38	55	[288, 312]	0.35	sparse	288	nz
1190	B39	56	[304, 288]	0.38	sparse	288	nz
1191	B40	57	[288, 304]	0.35	sparse	288	nz
1192	B41	58	[256, 288]	0.43	sparse	224	nz
1193	B00	93	[336, 256]	0.50	sparse	224	nz
1194	B01	18	[296, 336]	0.34	sparse	296	nz
1195	B02	19	[340, 296]	0.43	sparse	264	nz
1196	B03	20	[332, 340]	0.41	sparse	268	nz
1197	B04	21	[375, 332]	0.38	sparse	300	nz
1198	B05	22	[399, 375]	0.33	sparse	336	nz
1199	B06	23	[410, 399]	0.31	sparse	368	nz
1200	B07	24	[402, 410]	0.30	sparse	372	nz
1201	B08	25	[412, 402]	0.30	sparse	372	nz
1202	B09	26	[404, 412]	0.30	sparse	376	nz
1203	B10	27	[412, 404]	0.29	sparse	376	nz
1204	B11	28	[404, 412]	0.29	sparse	380	nz
1205	B12	29	[408, 404]	0.28	sparse	380	nz
1206	B13	30	[400, 408]	0.28	sparse	384	nz
1207	B14	31	[352, 400]	0.31	sparse	320	nz
1208	B15	32	[288, 352]	0.38	sparse	256	nz
1209	B16	33	[288, 288]	0.58	identity_plus_delta	224	nz
1210	B17	34	[256, 288]	0.39	sparse	256	0
1211	B18	35	[319, 256]	0.47	sparse	256	nz
1212	B19	36	[288, 319]	0.35	sparse	288	nz
1213	B20	37	[318, 288]	0.41	sparse	288	nz
1214	B21	38	[288, 318]	0.35	sparse	288	nz
1215	B22	39	[316, 288]	0.41	sparse	288	nz
1216	B23	40	[288, 316]	0.35	sparse	288	nz
1217	B24	41	[312, 288]	0.40	sparse	288	nz
1218	B25	42	[288, 312]	0.35	sparse	288	nz
1219	B26	43	[304, 288]	0.38	sparse	288	nz
1220	B27	44	[288, 304]	0.35	sparse	288	nz
1221	B28	45	[256, 288]	0.43	sparse	224	nz
1222	B29	78	[288, 256]	0.65	sparse	224	nz
1223	B30	47	[256, 288]	0.39	sparse	256	0
1224	B31	48	[319, 256]	0.47	sparse	256	nz
1225	B32	49	[288, 319]	0.35	sparse	288	nz
1226	B33	50	[318, 288]	0.41	sparse	288	nz
1227	B34	51	[288, 318]	0.35	sparse	288	nz
1228	B35	52	[316, 288]	0.41	sparse	288	nz
1229	B36	53	[288, 316]	0.35	sparse	288	nz
1230	B37	54	[312, 288]	0.40	sparse	288	nz
1231	B38	55	[288, 312]	0.35	sparse	288	nz
1232	B39	56	[304, 288]	0.38	sparse	288	nz
1233	B40	57	[288, 304]	0.35	sparse	288	nz
1234	B41	58	[256, 288]	0.43	sparse	224	nz
1235	B00	94	[336, 256]	0.50	sparse	224	nz
1236	B01	18	[296, 336]	0.34	sparse	296	nz
1237	B02	19	[340, 296]	0.43	sparse	264	nz
1238	B03	20	[332, 340]	0.41	sparse	268	nz
1239	B04	21	[375, 332]	0.38	sparse	300	nz
1240	B05	22	[399, 375]	0.33	sparse	336	nz
1241	B06	23	[410, 399]	0.31	sparse	368	nz
1242	B07	24	[402, 410]	0.30	sparse	372	nz
1243	B08	25	[412, 402]	0.30	sparse	372	nz
1244	B09	26	[404, 412]	0.30	sparse	376	nz
1245	B10	27	[412, 404]	0.29	sparse	376	nz
1246	B11	28	[404, 412]	0.29	sparse	380	nz
1247	B12	29	[408, 404]	0.28	sparse	380	nz
1248	B13	30	[400, 408]	0.28	sparse	384	nz
1249	B14	31	[352, 400]	0.31	sparse	320	nz
1250	B15	32	[288, 352]	0.38	sparse	256	nz
1251	B16	33	[288, 288]	0.58	identity_plus_delta	224	nz
1252	B17	34	[256, 288]	0.39	sparse	256	0
1253	B18	35	[319, 256]	0.47	sparse	256	nz
1254	B19	36	[288, 319]	0.35	sparse	288	nz
1255	B20	37	[318, 288]	0.41	sparse	288	nz
1256	B21	38	[288, 318]	0.35	sparse	288	nz
1257	B22	39	[316, 288]	0.41	sparse	288	nz
1258	B23	40	[288, 316]	0.35	sparse	288	nz
1259	B24	41	[312, 288]	0.40	sparse	288	nz
1260	B25	42	[288, 312]	0.35	sparse	288	nz
1261	B26	43	[304, 288]	0.38	sparse	288	nz
1262	B27	44	[288, 304]	0.35	sparse	288	nz
1263	B28	45	[256, 288]	0.43	sparse	224	nz
1264	B29	80	[288, 256]	0.65	sparse	224	nz
1265	B30	47	[256, 288]	0.39	sparse	256	0
1266	B31	48	[319, 256]	0.47	sparse	256	nz
1267	B32	49	[288, 319]	0.35	sparse	288	nz
1268	B33	50	[318, 288]	0.41	sparse	288	nz
1269	B34	51	[288, 318]	0.35	sparse	288	nz
1270	B35	52	[316, 288]	0.41	sparse	288	nz
1271	B36	53	[288, 316]	0.35	sparse	288	nz
1272	B37	54	[312, 288]	0.40	sparse	288	nz
1273	B38	55	[288, 312]	0.35	sparse	288	nz
1274	B39	56	[304, 288]	0.38	sparse	288	nz
1275	B40	57	[288, 304]	0.35	sparse	288	nz
1276	B41	58	[256, 288]	0.43	sparse	224	nz
1277	B00	95	[336, 256]	0.50	sparse	224	nz
1278	B01	18	[296, 336]	0.34	sparse	296	nz
1279	B02	19	[340, 296]	0.43	sparse	264	nz
1280	B03	20	[332, 340]	0.41	sparse	268	nz
1281	B04	21	[375, 332]	0.38	sparse	300	nz
1282	B05	22	[399, 375]	0.33	sparse	336	nz
1283	B06	23	[410, 399]	0.31	sparse	368	nz
1284	B07	24	[402, 410]	0.30	sparse	372	nz
1285	B08	25	[412, 402]	0.30	sparse	372	nz
1286	B09	26	[404, 412]	0.30	sparse	376	nz
1287	B10	27	[412, 404]	0.29	sparse	376	nz
1288	B11	28	[404, 412]	0.29	sparse	380	nz
1289	B12	29	[408, 404]	0.28	sparse	380	nz
1290	B13	30	[400, 408]	0.28	sparse	384	nz
1291	B14	31	[352, 400]	0.31	sparse	320	nz
1292	B15	32	[288, 352]	0.38	sparse	256	nz
1293	B16	33	[288, 288]	0.58	identity_plus_delta	224	nz
1294	B17	34	[256, 288]	0.39	sparse	256	0
1295	B18	35	[319, 256]	0.47	sparse	256	nz
1296	B19	36	[288, 319]	0.35	sparse	288	nz
1297	B20	37	[318, 288]	0.41	sparse	288	nz
1298	B21	38	[288, 318]	0.35	sparse	288	nz
1299	B22	39	[316, 288]	0.41	sparse	288	nz
1300	B23	40	[288, 316]	0.35	sparse	288	nz
1301	B24	41	[312, 288]	0.40	sparse	288	nz
1302	B25	42	[288, 312]	0.35	sparse	288	nz
1303	B26	43	[304, 288]	0.38	sparse	288	nz
1304	B27	44	[288, 304]	0.35	sparse	288	nz
1305	B28	45	[256, 288]	0.43	sparse	224	nz
1306	B29	82	[288, 256]	0.65	sparse	224	nz
1307	B30	47	[256, 288]	0.39	sparse	256	0
1308	B31	48	[319, 256]	0.47	sparse	256	nz
1309	B32	49	[288, 319]	0.35	sparse	288	nz
1310	B33	50	[318, 288]	0.41	sparse	288	nz
1311	B34	51	[288, 318]	0.35	sparse	288	nz
1312	B35	52	[316, 288]	0.41	sparse	288	nz
1313	B36	53	[288, 316]	0.35	sparse	288	nz
1314	B37	54	[312, 288]	0.40	sparse	288	nz
1315	B38	55	[288, 312]	0.35	sparse	288	nz
1316	B39	56	[304, 288]	0.38	sparse	288	nz
1317	B40	57	[288, 304]	0.35	sparse	288	nz
1318	B41	58	[256, 288]	0.43	sparse	224	nz
1319	B00	96	[336, 256]	0.50	sparse	224	nz
1320	B01	18	[296, 336]	0.34	sparse	296	nz
1321	B02	19	[340, 296]	0.43	sparse	264	nz
1322	B03	20	[332, 340]	0.41	sparse	268	nz
1323	B04	21	[375, 332]	0.38	sparse	300	nz
1324	B05	22	[399, 375]	0.33	sparse	336	nz
1325	B06	23	[410, 399]	0.31	sparse	368	nz
1326	B07	24	[402, 410]	0.30	sparse	372	nz
1327	B08	25	[412, 402]	0.30	sparse	372	nz
1328	B09	26	[404, 412]	0.30	sparse	376	nz
1329	B10	27	[412, 404]	0.29	sparse	376	nz
1330	B11	28	[404, 412]	0.29	sparse	380	nz
1331	B12	29	[408, 404]	0.28	sparse	380	nz
1332	B13	30	[400, 408]	0.28	sparse	384	nz
1333	B14	31	[352, 400]	0.31	sparse	320	nz
1334	B15	32	[288, 352]	0.38	sparse	256	nz
1335	B16	33	[288, 288]	0.58	identity_plus_delta	224	nz
1336	B17	34	[256, 288]	0.39	sparse	256	0
1337	B18	35	[319, 256]	0.47	sparse	256	nz
1338	B19	36	[288, 319]	0.35	sparse	288	nz
1339	B20	37	[318, 288]	0.41	sparse	288	nz
1340	B21	38	[288, 318]	0.35	sparse	288	nz
1341	B22	39	[316, 288]	0.41	sparse	288	nz
1342	B23	40	[288, 316]	0.35	sparse	288	nz
1343	B24	41	[312, 288]	0.40	sparse	288	nz
1344	B25	42	[288, 312]	0.35	sparse	288	nz
1345	B26	43	[304, 288]	0.38	sparse	288	nz
1346	B27	44	[288, 304]	0.35	sparse	288	nz
1347	B28	45	[256, 288]	0.43	sparse	224	nz
1348	B29	84	[288, 256]	0.65	sparse	224	nz
1349	B30	47	[256, 288]	0.39	sparse	256	0
1350	B31	48	[319, 256]	0.47	sparse	256	nz
1351	B32	49	[288, 319]	0.35	sparse	288	nz
1352	B33	50	[318, 288]	0.41	sparse	288	nz
1353	B34	51	[288, 318]	0.35	sparse	288	nz
1354	B35	52	[316, 288]	0.41	sparse	288	nz
1355	B36	53	[288, 316]	0.35	sparse	288	nz
1356	B37	54	[312, 288]	0.40	sparse	288	nz
1357	B38	55	[288, 312]	0.35	sparse	288	nz
1358	B39	56	[304, 288]	0.38	sparse	288	nz
1359	B40	57	[288, 304]	0.35	sparse	288	nz
1360	B41	58	[256, 288]	0.43	sparse	224	nz
1361	B00	97	[368, 256]	0.49	sparse	224	nz
1362	B01	98	[328, 368]	0.38	sparse	296	nz
1363	B02	99	[340, 328]	0.42	sparse	264	nz
1364	B03	20	[332, 340]	0.41	sparse	268	nz
1365	B04	21	[375, 332]	0.38	sparse	300	nz
1366	B05	22	[399, 375]	0.33	sparse	336	nz
1367	B06	23	[410, 399]	0.31	sparse	368	nz
1368	B07	24	[402, 410]	0.30	sparse	372	nz
1369	B08	25	[412, 402]	0.30	sparse	372	nz
1370	B09	26	[404, 412]	0.30	sparse	376	nz
1371	B10	27	[412, 404]	0.29	sparse	376	nz
1372	B11	28	[404, 412]	0.29	sparse	380	nz
1373	B12	29	[408, 404]	0.28	sparse	380	nz
1374	B13	30	[400, 408]	0.28	sparse	384	nz
1375	B14	31	[352, 400]	0.31	sparse	320	nz
1376	B15	32	[288, 352]	0.38	sparse	256	nz
1377	B16	33	[288, 288]	0.58	identity_plus_delta	224	nz
1378	B17	34	[256, 288]	0.39	sparse	256	0
1379	B18	35	[319, 256]	0.47	sparse	256	nz
1380	B19	36	[288, 319]	0.35	sparse	288	nz
1381	B20	37	[318, 288]	0.41	sparse	288	nz
1382	B21	38	[288, 318]	0.35	sparse	288	nz
1383	B22	39	[316, 288]	0.41	sparse	288	nz
1384	B23	40	[288, 316]	0.35	sparse	288	nz
1385	B24	41	[312, 288]	0.40	sparse	288	nz
1386	B25	42	[288, 312]	0.35	sparse	288	nz
1387	B26	43	[304, 288]	0.38	sparse	288	nz
1388	B27	44	[288, 304]	0.35	sparse	288	nz
1389	B28	45	[256, 288]	0.43	sparse	224	nz
1390	B29	100	[288, 256]	0.65	sparse	224	nz
1391	B30	47	[256, 288]	0.39	sparse	256	0
1392	B31	48	[319, 256]	0.47	sparse	256	nz
1393	B32	49	[288, 319]	0.35	sparse	288	nz
1394	B33	50	[318, 288]	0.41	sparse	288	nz
1395	B34	51	[288, 318]	0.35	sparse	288	nz
1396	B35	52	[316, 288]	0.41	sparse	288	nz
1397	B36	53	[288, 316]	0.35	sparse	288	nz
1398	B37	54	[312, 288]	0.40	sparse	288	nz
1399	B38	55	[288, 312]	0.35	sparse	288	nz
1400	B39	56	[304, 288]	0.38	sparse	288	nz
1401	B40	57	[288, 304]	0.35	sparse	288	nz
1402	B41	58	[256, 288]	0.43	sparse	224	nz
1403	B00	101	[368, 256]	0.49	sparse	224	nz
1404	B01	98	[328, 368]	0.38	sparse	296	nz
1405	B02	99	[340, 328]	0.42	sparse	264	nz
1406	B03	20	[332, 340]	0.41	sparse	268	nz
1407	B04	21	[375, 332]	0.38	sparse	300	nz
1408	B05	22	[399, 375]	0.33	sparse	336	nz
1409	B06	23	[410, 399]	0.31	sparse	368	nz
1410	B07	24	[402, 410]	0.30	sparse	372	nz
1411	B08	25	[412, 402]	0.30	sparse	372	nz
1412	B09	26	[404, 412]	0.30	sparse	376	nz
1413	B10	27	[412, 404]	0.29	sparse	376	nz
1414	B11	28	[404, 412]	0.29	sparse	380	nz
1415	B12	29	[408, 404]	0.28	sparse	380	nz
1416	B13	30	[400, 408]	0.28	sparse	384	nz
1417	B14	31	[352, 400]	0.31	sparse	320	nz
1418	B15	32	[288, 352]	0.38	sparse	256	nz
1419	B16	33	[288, 288]	0.58	identity_plus_delta	224	nz
1420	B17	34	[256, 288]	0.39	sparse	256	0
1421	B18	35	[319, 256]	0.47	sparse	256	nz
1422	B19	36	[288, 319]	0.35	sparse	288	nz
1423	B20	37	[318, 288]	0.41	sparse	288	nz
1424	B21	38	[288, 318]	0.35	sparse	288	nz
1425	B22	39	[316, 288]	0.41	sparse	288	nz
1426	B23	40	[288, 316]	0.35	sparse	288	nz
1427	B24	41	[312, 288]	0.40	sparse	288	nz
1428	B25	42	[288, 312]	0.35	sparse	288	nz
1429	B26	43	[304, 288]	0.38	sparse	288	nz
1430	B27	44	[288, 304]	0.35	sparse	288	nz
1431	B28	45	[256, 288]	0.43	sparse	224	nz
1432	B29	102	[288, 256]	0.65	sparse	224	nz
1433	B30	47	[256, 288]	0.39	sparse	256	0
1434	B31	48	[319, 256]	0.47	sparse	256	nz
1435	B32	49	[288, 319]	0.35	sparse	288	nz
1436	B33	50	[318, 288]	0.41	sparse	288	nz
1437	B34	51	[288, 318]	0.35	sparse	288	nz
1438	B35	52	[316, 288]	0.41	sparse	288	nz
1439	B36	53	[288, 316]	0.35	sparse	288	nz
1440	B37	54	[312, 288]	0.40	sparse	288	nz
1441	B38	55	[288, 312]	0.35	sparse	288	nz
1442	B39	56	[304, 288]	0.38	sparse	288	nz
1443	B40	57	[288, 304]	0.35	sparse	288	nz
1444	B41	58	[256, 288]	0.43	sparse	224	nz
1445	B00	103	[368, 256]	0.49	sparse	224	nz
1446	B01	98	[328, 368]	0.38	sparse	296	nz
1447	B02	99	[340, 328]	0.42	sparse	264	nz
1448	B03	20	[332, 340]	0.41	sparse	268	nz
1449	B04	21	[375, 332]	0.38	sparse	300	nz
1450	B05	22	[399, 375]	0.33	sparse	336	nz
1451	B06	23	[410, 399]	0.31	sparse	368	nz
1452	B07	24	[402, 410]	0.30	sparse	372	nz
1453	B08	25	[412, 402]	0.30	sparse	372	nz
1454	B09	26	[404, 412]	0.30	sparse	376	nz
1455	B10	27	[412, 404]	0.29	sparse	376	nz
1456	B11	28	[404, 412]	0.29	sparse	380	nz
1457	B12	29	[408, 404]	0.28	sparse	380	nz
1458	B13	30	[400, 408]	0.28	sparse	384	nz
1459	B14	31	[352, 400]	0.31	sparse	320	nz
1460	B15	32	[288, 352]	0.38	sparse	256	nz
1461	B16	33	[288, 288]	0.58	identity_plus_delta	224	nz
1462	B17	34	[256, 288]	0.39	sparse	256	0
1463	B18	35	[319, 256]	0.47	sparse	256	nz
1464	B19	36	[288, 319]	0.35	sparse	288	nz
1465	B20	37	[318, 288]	0.41	sparse	288	nz
1466	B21	38	[288, 318]	0.35	sparse	288	nz
1467	B22	39	[316, 288]	0.41	sparse	288	nz
1468	B23	40	[288, 316]	0.35	sparse	288	nz
1469	B24	41	[312, 288]	0.40	sparse	288	nz
1470	B25	42	[288, 312]	0.35	sparse	288	nz
1471	B26	43	[304, 288]	0.38	sparse	288	nz
1472	B27	44	[288, 304]	0.35	sparse	288	nz
1473	B28	45	[256, 288]	0.43	sparse	224	nz
1474	B29	104	[288, 256]	0.65	sparse	224	nz
1475	B30	47	[256, 288]	0.39	sparse	256	0
1476	B31	48	[319, 256]	0.47	sparse	256	nz
1477	B32	49	[288, 319]	0.35	sparse	288	nz
1478	B33	50	[318, 288]	0.41	sparse	288	nz
1479	B34	51	[288, 318]	0.35	sparse	288	nz
1480	B35	52	[316, 288]	0.41	sparse	288	nz
1481	B36	53	[288, 316]	0.35	sparse	288	nz
1482	B37	54	[312, 288]	0.40	sparse	288	nz
1483	B38	55	[288, 312]	0.35	sparse	288	nz
1484	B39	56	[304, 288]	0.38	sparse	288	nz
1485	B40	57	[288, 304]	0.35	sparse	288	nz
1486	B41	58	[256, 288]	0.43	sparse	224	nz
1487	B00	105	[368, 256]	0.49	sparse	224	nz
1488	B01	98	[328, 368]	0.38	sparse	296	nz
1489	B02	99	[340, 328]	0.42	sparse	264	nz
1490	B03	20	[332, 340]	0.41	sparse	268	nz
1491	B04	21	[375, 332]	0.38	sparse	300	nz
1492	B05	22	[399, 375]	0.33	sparse	336	nz
1493	B06	23	[410, 399]	0.31	sparse	368	nz
1494	B07	24	[402, 410]	0.30	sparse	372	nz
1495	B08	25	[412, 402]	0.30	sparse	372	nz
1496	B09	26	[404, 412]	0.30	sparse	376	nz
1497	B10	27	[412, 404]	0.29	sparse	376	nz
1498	B11	28	[404, 412]	0.29	sparse	380	nz
1499	B12	29	[408, 404]	0.28	sparse	380	nz
1500	B13	30	[400, 408]	0.28	sparse	384	nz
1501	B14	31	[352, 400]	0.31	sparse	320	nz
1502	B15	32	[288, 352]	0.38	sparse	256	nz
1503	B16	33	[288, 288]	0.58	identity_plus_delta	224	nz
1504	B17	34	[256, 288]	0.39	sparse	256	0
1505	B18	35	[319, 256]	0.47	sparse	256	nz
1506	B19	36	[288, 319]	0.35	sparse	288	nz
1507	B20	37	[318, 288]	0.41	sparse	288	nz
1508	B21	38	[288, 318]	0.35	sparse	288	nz
1509	B22	39	[316, 288]	0.41	sparse	288	nz
1510	B23	40	[288, 316]	0.35	sparse	288	nz
1511	B24	41	[312, 288]	0.40	sparse	288	nz
1512	B25	42	[288, 312]	0.35	sparse	288	nz
1513	B26	43	[304, 288]	0.38	sparse	288	nz
1514	B27	44	[288, 304]	0.35	sparse	288	nz
1515	B28	45	[256, 288]	0.43	sparse	224	nz
1516	B29	106	[288, 256]	0.65	sparse	224	nz
1517	B30	47	[256, 288]	0.39	sparse	256	0
1518	B31	48	[319, 256]	0.47	sparse	256	nz
1519	B32	49	[288, 319]	0.35	sparse	288	nz
1520	B33	50	[318, 288]	0.41	sparse	288	nz
1521	B34	51	[288, 318]	0.35	sparse	288	nz
1522	B35	52	[316, 288]	0.41	sparse	288	nz
1523	B36	53	[288, 316]	0.35	sparse	288	nz
1524	B37	54	[312, 288]	0.40	sparse	288	nz
1525	B38	55	[288, 312]	0.35	sparse	288	nz
